ID_JUGADOR,NOMBRE,PARTIDOS_JUGADOS,MINUTOS_JUGADOS_PROMEDIO,PUNTOS_ANOTADOS_PROMEDIO,GOLES_PROMEDIO,TRIPLES_PROMEDIO,TIROS_LIBRES_ANOTADOS_PROMEDIO,REBOTES_OFENSIVOS_PROMEDIO,ASISTENCIAS_PROMEDIO,PELOTAS_RECUPERADAS_PROMEDIO,BLOQUEOS_PROMEDIO,PERDIDAS_PROMEDIO
ID_JUG_0629,Nolan Smith,44.0,12.3,3.8,1.5,0.3,0.5,0.4,1.4,0.4,0.1,0.9
ID_JUG_0630,Shelvin Mack,64.0,12.2,3.6,1.4,0.2,0.7,0.2,2.0,0.4,0.0,0.8
ID_JUG_0631,Jon Leuer,46.0,12.1,4.7,2.1,0.1,0.5,1.0,0.5,0.3,0.4,0.4
ID_JUG_0632,Tobias Harris,42.0,11.4,5.0,1.9,0.1,1.0,0.7,0.5,0.3,0.2,0.7
ID_JUG_0633,Cory Higgins,38.0,11.1,3.9,1.4,0.1,1.1,0.2,0.9,0.1,0.2,1.0
ID_JUG_0634,Andrew Goudelock,40.0,10.5,4.4,1.7,0.7,0.3,0.1,0.5,0.1,0.0,0.5
ID_JUG_0635,Jordan Hamilton,26.0,9.9,4.4,1.8,0.7,0.1,0.4,0.8,0.1,0.1,0.6
ID_JUG_0636,Mickell Gladness,26.0,9.7,2.2,1.0,0.0,0.2,0.5,0.2,0.1,0.8,0.3
ID_JUG_0637,Patrick McCaw,26.0,12.2,2.8,1.1,0.6,0.1,0.3,1.0,0.4,0.3,0.6
ID_JUG_0638,Jeremy Pargo,44.0,9.6,2.9,1.1,0.2,0.4,0.3,1.3,0.3,0.0,1.1
ID_JUG_0639,E'Twaun Moore,38.0,8.7,2.9,1.1,0.4,0.2,0.1,0.9,0.3,0.1,0.6
ID_JUG_0640,Jimmy Butler,42.0,8.5,2.6,0.8,0.0,1.0,0.5,0.3,0.3,0.1,0.3
ID_JUG_0641,JaJuan Johnson,36.0,8.3,3.2,1.5,0.0,0.2,0.6,0.2,0.1,0.4,0.4
ID_JUG_0642,Blake Griffin,82.0,38.0,22.5,8.5,0.1,5.4,3.3,3.8,0.8,0.6,2.7
ID_JUG_0643,John Wall,69.0,37.8,16.4,5.8,0.5,4.4,0.5,8.3,1.8,0.5,3.8
ID_JUG_0644,Landry Fields,82.0,31.0,9.7,3.6,1.0,1.4,1.3,1.9,1.0,0.2,1.3
ID_JUG_0645,DeMarcus Cousins,81.0,28.5,14.1,5.3,0.0,3.4,2.7,2.5,1.1,0.8,3.3
ID_JUG_0646,Greg Monroe,80.0,27.8,9.4,3.8,0.0,1.8,3.1,1.3,1.2,0.6,1.0
ID_JUG_0647,Wesley Johnson,79.0,26.2,9.0,3.4,1.3,0.8,0.6,1.9,0.7,0.7,1.2
ID_JUG_0648,Ed Davis,65.0,24.6,7.7,3.3,0.0,1.1,2.6,0.6,0.6,1.0,0.7
ID_JUG_0649,Jordan Crawford,42.0,24.5,11.7,4.6,0.8,1.7,0.7,2.8,0.9,0.1,2.0
ID_JUG_0650,Evan Turner,78.0,23.0,7.2,2.9,0.2,1.3,0.5,2.0,0.6,0.2,1.0
ID_JUG_0651,Eric Bledsoe,81.0,22.7,6.7,2.5,0.4,1.2,0.8,3.6,1.1,0.3,2.4
ID_JUG_0652,Gary Neal,80.0,21.1,9.8,3.6,1.6,1.1,0.3,1.2,0.3,0.1,1.0
ID_JUG_0653,Paul George,61.0,20.7,7.8,2.9,0.7,1.3,0.6,1.1,1.0,0.4,1.1
ID_JUG_0654,Derrick Favors,78.0,19.7,6.8,2.8,0.0,1.3,2.2,0.5,0.4,0.9,1.0
ID_JUG_0655,Kay Felder,15.0,11.0,5.4,1.8,0.3,1.5,0.1,1.9,0.4,0.2,0.7
ID_JUG_0656,Al-Farouq Aminu,81.0,17.9,5.6,2.0,0.6,1.1,0.9,0.7,0.7,0.3,1.3
ID_JUG_0657,Ekpe Udoh,58.0,17.8,4.1,1.7,0.0,0.7,1.4,0.7,0.4,1.5,0.8
ID_JUG_0658,Manny Harris,54.0,17.3,5.9,2.0,0.6,1.3,0.7,1.6,0.6,0.1,1.2
ID_JUG_0659,Gordon Hayward,72.0,16.9,5.4,2.0,0.5,1.0,0.6,1.1,0.4,0.3,1.0
ID_JUG_0660,Patrick Patterson,52.0,16.7,6.3,2.9,0.0,0.6,1.7,0.8,0.3,0.7,0.6
ID_JUG_0661,Trevor Booker,65.0,16.4,5.3,2.1,0.0,1.0,1.5,0.5,0.5,0.7,0.6
ID_JUG_0662,Larry Sanders,60.0,14.5,4.3,1.9,0.0,0.5,1.0,0.3,0.4,1.2,0.6
ID_JUG_0663,Luke Harangody,49.0,13.1,3.9,1.6,0.3,0.4,0.8,0.6,0.3,0.3,0.3
ID_JUG_0664,Quincy Pondexter,66.0,11.1,2.8,1.1,0.3,0.4,0.3,0.4,0.3,0.1,0.2
ID_JUG_0665,Ben Uzoh,42.0,10.4,3.8,1.5,0.1,0.8,0.7,1.6,0.3,0.2,0.6
ID_JUG_0666,Ish Smith,43.0,10.3,2.3,1.0,0.1,0.3,0.2,1.8,0.4,0.1,0.8
ID_JUG_0667,Lazar Hayward,42.0,10.0,3.8,1.3,0.4,0.8,0.5,0.7,0.3,0.2,0.5
ID_JUG_0668,Jeremy Evans,49.0,9.4,3.6,1.6,0.0,0.5,0.7,0.5,0.3,0.3,0.4
ID_JUG_0669,Cole Aldrich,18.0,7.9,1.0,0.4,0.0,0.1,0.7,0.2,0.3,0.4,0.4
ID_JUG_0670,Armon Johnson,38.0,7.3,2.9,1.2,0.1,0.3,0.3,1.2,0.1,0.0,1.0
ID_JUG_0671,Mustafa Shakur,22.0,7.2,2.3,1.0,0.0,0.4,0.3,1.1,0.2,0.1,0.8
ID_JUG_0672,Derrick Caracter,41.0,5.2,2.0,0.8,0.0,0.4,0.5,0.2,0.1,0.2,0.5
ID_JUG_0673,Tyreke Evans,72.0,37.2,20.1,7.4,0.5,4.8,0.9,5.8,1.5,0.4,3.0
ID_JUG_0674,Stephen Curry,80.0,36.2,17.5,6.6,2.1,2.2,0.6,5.9,1.9,0.2,3.0
ID_JUG_0675,Brandon Jennings,82.0,32.6,15.5,5.5,1.8,2.7,0.6,5.7,1.3,0.2,2.4
ID_JUG_0676,Denzel Valentine,22.0,10.6,2.5,0.8,0.5,0.3,0.0,0.5,0.3,0.1,0.4
ID_JUG_0677,Jonny Flynn,81.0,28.9,13.5,4.9,1.0,2.8,0.3,4.4,1.0,0.0,2.9
ID_JUG_0678,Darren Collison,76.0,27.8,12.4,4.9,0.6,1.9,0.5,5.7,1.0,0.1,2.7
ID_JUG_0679,Taj Gibson,82.0,26.9,9.0,3.8,0.0,1.4,2.8,0.9,0.6,1.3,1.4
ID_JUG_0680,Marcus Thornton,73.0,25.6,14.5,5.5,1.6,2.0,1.0,1.6,0.8,0.1,1.0
ID_JUG_0681,Wesley Matthews,82.0,24.7,9.4,3.3,0.8,2.0,0.6,1.5,0.8,0.2,1.1
ID_JUG_0682,Jrue Holiday,73.0,24.2,8.0,3.2,0.8,0.9,0.8,3.8,1.1,0.3,2.1
ID_JUG_0683,James Harden,76.0,22.9,9.9,3.1,1.2,2.6,0.6,1.8,1.1,0.3,1.4
ID_JUG_0684,Terrence Williams,78.0,22.6,8.4,3.3,0.4,1.3,0.6,2.9,0.6,0.1,1.6
ID_JUG_0685,Taurean Waller-Prince,20.0,10.0,3.4,1.2,0.4,0.6,0.2,0.7,0.3,0.3,0.7
ID_JUG_0686,DeMar DeRozan,77.0,21.6,8.6,3.3,0.1,1.9,0.9,0.7,0.6,0.2,0.8
ID_JUG_0687,Ty Lawson,65.0,20.3,8.3,3.1,0.5,1.6,0.6,3.1,0.7,0.0,1.3
ID_JUG_0688,Chase Budinger,74.0,20.1,8.9,3.4,1.2,0.9,0.5,1.2,0.5,0.1,0.7
ID_JUG_0689,Toney Douglas,56.0,19.4,8.6,3.2,1.2,1.0,0.7,2.0,0.8,0.1,1.0
ID_JUG_0690,DeJuan Blair,82.0,18.2,7.8,3.4,0.0,1.1,2.4,0.8,0.6,0.5,1.4
ID_JUG_0691,Wayne Ellington,76.0,18.2,6.6,2.5,0.8,0.8,0.4,1.0,0.3,0.1,1.0
ID_JUG_0692,Sam Young,80.0,16.5,7.4,2.8,0.1,1.7,1.0,0.7,0.4,0.3,1.2
ID_JUG_0693,Eric Maynor,81.0,15.7,4.7,1.9,0.3,0.6,0.3,3.3,0.5,0.1,1.1
ID_JUG_0694,A.J. Price,56.0,15.4,7.3,2.6,1.1,1.1,0.2,1.9,0.6,0.1,1.1
ID_JUG_0695,Karl-Anthony Towns,82.0,32.0,18.3,7.6,0.4,2.7,2.8,2.0,0.7,1.7,2.2
ID_JUG_0696,Jordan Hill,47.0,13.3,5.2,2.1,0.0,1.0,1.6,0.4,0.3,0.5,0.6
ID_JUG_0697,Austin Daye,69.0,13.3,5.1,2.0,0.4,0.7,0.5,0.5,0.4,0.4,0.7
ID_JUG_0698,Chris Hunter,60.0,13.1,4.5,1.8,0.0,0.9,0.9,0.6,0.2,0.6,0.5
ID_JUG_0699,Jon Brockman,52.0,12.6,2.8,1.1,0.0,0.7,2.0,0.4,0.3,0.1,0.4
ID_JUG_0700,Garrett Temple,27.0,12.4,5.0,1.6,0.5,1.3,0.2,0.8,0.5,0.2,1.0
ID_JUG_0701,Jodie Meeks,60.0,12.0,4.7,1.7,0.7,0.5,0.1,0.7,0.3,0.1,0.4
ID_JUG_0702,Dante Cunningham,63.0,11.2,3.9,1.7,0.0,0.5,0.9,0.2,0.4,0.3,0.2
ID_JUG_0703,DeMarre Carroll,71.0,11.2,2.9,1.2,0.0,0.5,0.7,0.5,0.4,0.1,0.3
ID_JUG_0704,Jeff Ayres,39.0,10.4,2.7,1.1,0.0,0.5,0.6,0.0,0.2,0.4,0.3
ID_JUG_0705,Jeff Teague,71.0,10.1,3.2,1.3,0.1,0.6,0.1,1.7,0.5,0.1,0.7
ID_JUG_0706,Derrick Brown,57.0,9.4,3.3,1.2,0.0,0.8,0.5,0.3,0.4,0.2,0.3
ID_JUG_0707,DaJuan Summers,44.0,9.2,3.0,1.0,0.3,0.6,0.3,0.4,0.2,0.2,0.4
ID_JUG_0708,Gerald Henderson,43.0,8.3,2.6,0.9,0.1,0.8,0.3,0.3,0.2,0.2,0.3
ID_JUG_0709,Earl Clark,51.0,7.5,2.7,1.1,0.0,0.5,0.4,0.4,0.1,0.3,0.5
ID_JUG_0710,Cedric Jackson,12.0,6.3,1.7,0.5,0.1,0.6,0.2,1.2,0.3,0.2,0.9
ID_JUG_0711,Marcus Landry,18.0,6.2,2.4,0.9,0.5,0.2,0.3,0.0,0.1,0.1,0.3
ID_JUG_0712,Jahlil Okafor,53.0,30.0,17.5,7.5,0.0,2.5,2.3,1.2,0.4,1.1,2.3
ID_JUG_0713,Lester Hudson,25.0,5.2,2.3,0.8,0.2,0.4,0.3,0.5,0.3,0.1,0.6
ID_JUG_0714,O.J. Mayo,82.0,38.0,18.5,6.9,1.8,3.0,0.7,3.2,1.1,0.2,2.8
ID_JUG_0715,Derrick Rose,81.0,37.0,16.8,7.1,0.2,2.4,1.2,6.3,0.8,0.2,2.5
ID_JUG_0716,Eric Gordon,78.0,34.3,16.1,5.3,1.7,3.8,0.6,2.8,1.0,0.5,2.1
ID_JUG_0717,Russell Westbrook,82.0,32.5,15.3,5.3,0.4,4.3,2.2,5.3,1.3,0.2,3.3
ID_JUG_0718,Mario Chalmers,82.0,32.0,10.0,3.4,1.4,1.8,0.5,4.9,1.9,0.1,2.0
ID_JUG_0719,Brook Lopez,82.0,30.5,13.0,5.5,0.0,2.1,2.7,1.0,0.5,1.8,1.8
ID_JUG_0720,Jason Thompson,82.0,28.1,11.1,4.3,0.0,2.4,2.9,1.1,0.6,0.7,1.8
ID_JUG_0721,D.J. Augustin,72.0,26.5,11.8,3.7,1.5,2.9,0.2,3.5,0.6,0.0,1.6
ID_JUG_0722,Justise Winslow,78.0,28.6,6.4,2.5,0.4,1.0,1.0,1.5,0.9,0.3,1.2
ID_JUG_0723,Kevin Love,81.0,25.3,11.1,3.9,0.0,3.3,3.4,1.0,0.4,0.6,1.5
ID_JUG_0724,Courtney Lee,77.0,25.2,8.4,3.2,1.1,1.0,0.2,1.2,1.0,0.2,0.9
ID_JUG_0725,Michael Beasley,81.0,24.8,13.9,5.6,0.4,2.3,1.4,1.0,0.5,0.5,1.5
ID_JUG_0726,Brandon Rush,75.0,24.0,8.1,3.2,1.0,0.6,0.5,0.9,0.5,0.5,1.0
ID_JUG_0727,Anthony Morrow,67.0,22.6,10.1,3.8,1.3,1.2,1.2,1.2,0.5,0.2,0.8
ID_JUG_0728,Greg Oden,61.0,21.5,8.9,3.2,0.0,2.4,2.8,0.5,0.4,1.1,1.4
ID_JUG_0729,Kyle Weaver,56.0,20.8,5.3,2.0,0.6,0.7,0.6,1.8,0.8,0.5,1.2
ID_JUG_0730,Ryan Anderson,66.0,19.9,7.4,2.4,1.0,1.5,1.6,0.8,0.7,0.3,0.9
ID_JUG_0731,Darrell Arthur,76.0,19.3,5.6,2.5,0.0,0.5,1.4,0.6,0.7,0.7,0.6
ID_JUG_0732,George Hill,77.0,16.5,5.7,1.9,0.3,1.5,0.4,1.8,0.6,0.3,1.0
ID_JUG_0733,Marreese Speights,79.0,16.0,7.7,3.2,0.0,1.3,1.6,0.4,0.3,0.7,0.6
ID_JUG_0734,JaVale McGee,75.0,15.2,6.5,2.5,0.0,1.4,1.6,0.3,0.4,1.0,0.8
ID_JUG_0735,Mike Taylor,51.0,15.1,5.7,2.2,0.3,1.1,0.4,2.1,0.7,0.0,1.4
ID_JUG_0736,DeAndre Jordan,53.0,14.5,4.3,1.8,0.0,0.8,1.4,0.2,0.2,1.1,0.8
ID_JUG_0737,Roy Hibbert,70.0,14.4,7.1,2.8,0.0,1.4,1.6,0.7,0.3,1.1,0.8
ID_JUG_0738,Bobby Brown,68.0,13.7,5.3,2.1,0.7,0.5,0.2,1.7,0.3,0.0,0.9
ID_JUG_0739,D'Angelo Russell,80.0,28.2,13.2,4.9,1.6,1.8,0.6,3.3,1.2,0.2,2.5
ID_JUG_0740,Chris Douglas-Roberts,44.0,13.3,4.9,1.8,0.1,1.2,0.3,1.2,0.3,0.2,0.7
ID_JUG_0741,Jerryd Bayless,53.0,12.4,4.3,1.3,0.1,1.6,0.2,1.5,0.3,0.0,1.1
ID_JUG_0742,Cory Alexander,59.0,12.1,4.7,1.7,0.3,1.0,0.7,0.7,0.3,0.5,0.9
ID_JUG_0743,Cory Alexander,60.0,9.3,2.8,1.1,0.4,0.3,0.2,2.0,0.5,0.0,1.1
ID_JUG_0744,Kosta Koufos,48.0,11.8,4.7,2.0,0.0,0.8,1.0,0.4,0.3,0.7,0.5
ID_JUG_0745,Rob Kurz,40.0,11.1,3.9,1.3,0.4,1.0,0.8,0.5,0.3,0.5,0.4
ID_JUG_0746,Anthony Tolliver,19.0,10.9,2.7,1.0,0.5,0.3,0.6,0.9,0.3,0.1,0.4
ID_JUG_0747,Devin Booker,76.0,27.7,13.8,4.8,1.3,2.8,0.4,2.6,0.6,0.3,2.1
ID_JUG_0748,Robin Lopez,60.0,10.2,3.1,1.2,0.0,0.8,0.9,0.1,0.2,0.7,0.5
ID_JUG_0749,Darnell Jackson,51.0,8.4,1.9,0.7,0.0,0.5,0.6,0.2,0.2,0.1,0.3
ID_JUG_0750,Sean Singletary,37.0,8.2,2.4,0.8,0.3,0.5,0.3,0.8,0.3,0.0,0.6
ID_JUG_0751,Kevin Durant,80.0,34.6,20.3,7.3,0.7,4.9,0.9,2.4,1.0,0.9,2.9
ID_JUG_0752,Jeff Green,80.0,28.2,10.5,4.0,0.3,2.2,1.3,1.5,0.6,0.6,2.0
ID_JUG_0753,Jamario Moon,78.0,27.8,8.5,3.6,0.5,0.8,1.2,1.2,1.0,1.4,0.7
ID_JUG_0754,Al Thornton,79.0,27.3,12.7,4.7,0.5,2.7,1.2,1.2,0.6,0.5,1.6
ID_JUG_0755,Mike Conley,53.0,26.1,9.4,3.6,0.6,1.7,0.4,4.2,0.8,0.0,1.7
ID_JUG_0756,Stanley Johnson,73.0,23.1,8.1,3.1,0.9,1.1,0.8,1.6,0.8,0.2,1.6
ID_JUG_0757,Daequan Cook,59.0,24.4,8.8,3.3,1.3,0.8,0.3,1.3,0.4,0.1,1.1
ID_JUG_0758,Corey Brewer,79.0,22.8,5.8,2.3,0.1,1.1,1.0,1.4,1.0,0.3,1.1
ID_JUG_0759,Thaddeus Young,74.0,21.0,8.2,3.6,0.1,1.0,1.6,0.8,1.0,0.1,0.9
ID_JUG_0760,Joakim Noah,74.0,20.7,6.6,2.4,0.0,1.8,2.4,1.1,0.9,0.9,1.2
ID_JUG_0761,Wilson Chandler,35.0,19.6,7.3,3.0,0.3,1.0,1.1,0.9,0.4,0.5,0.8
ID_JUG_0762,Rodney Stuckey,57.0,19.0,7.6,2.7,0.1,2.2,0.6,2.8,0.9,0.1,1.4
ID_JUG_0763,Jared Dudley,73.0,19.0,5.8,2.2,0.1,1.2,1.7,1.1,0.8,0.1,0.7
ID_JUG_0764,Sean Williams,73.0,17.5,5.6,2.2,0.0,1.1,1.6,0.4,0.4,1.4,1.0
ID_JUG_0765,Myles Turner,60.0,22.8,10.3,4.4,0.1,1.5,1.1,0.7,0.4,1.4,1.1
ID_JUG_0766,Carl Landry,42.0,16.9,8.1,3.2,0.0,1.7,2.3,0.5,0.4,0.2,0.6
ID_JUG_0767,Acie Law,56.0,15.4,4.2,1.7,0.1,0.7,0.2,2.0,0.5,0.0,1.0
ID_JUG_0768,Nick Young,75.0,15.4,7.5,2.8,0.5,1.3,0.3,0.8,0.5,0.1,1.3
ID_JUG_0769,Jason Smith,76.0,14.6,4.5,1.9,0.1,0.7,1.0,0.3,0.3,0.7,0.6
ID_JUG_0770,Glen Davis,69.0,13.6,4.5,1.6,0.0,1.4,1.4,0.4,0.5,0.3,0.9
ID_JUG_0771,Javaris Crittenton,50.0,13.6,5.6,2.0,0.2,1.4,0.5,1.0,0.4,0.0,1.1
ID_JUG_0772,Spencer Hawes,71.0,13.1,4.7,2.1,0.1,0.5,1.0,0.6,0.2,0.6,0.8
ID_JUG_0773,Arron Afflalo,75.0,12.9,3.7,1.3,0.1,0.9,0.5,0.7,0.4,0.1,0.5
ID_JUG_0774,Aaron Brooks,51.0,11.9,5.2,1.8,0.7,0.8,0.3,1.7,0.3,0.1,0.9
ID_JUG_0775,C.J. Watson,32.0,11.5,3.7,1.3,0.3,0.7,0.4,1.1,0.5,0.0,0.6
ID_JUG_0776,Julian Wright,57.0,11.2,3.9,1.6,0.2,0.6,0.6,0.7,0.5,0.2,0.6
ID_JUG_0777,Chris Richard,52.0,10.7,1.9,0.8,0.0,0.3,1.0,0.3,0.2,0.2,0.5
ID_JUG_0778,Nick Fazekas,26.0,10.3,4.1,1.8,0.0,0.6,1.3,0.4,0.3,0.4,0.5
ID_JUG_0779,Aaron Gray,61.0,10.0,4.3,1.7,0.0,0.9,1.1,0.7,0.3,0.3,0.9
ID_JUG_0780,Dominic McGuire,70.0,9.9,1.3,0.6,0.0,0.2,0.8,0.6,0.3,0.4,0.6
ID_JUG_0781,Brandan Wright,38.0,9.9,4.0,1.6,0.0,0.7,1.0,0.2,0.2,0.6,0.3
ID_JUG_0782,Jermareo Davidson,38.0,8.5,3.2,1.3,0.0,0.5,0.6,0.3,0.2,0.4,0.5
ID_JUG_0783,Mario West,64.0,4.2,0.9,0.3,0.0,0.3,0.4,0.2,0.2,0.1,0.1
ID_JUG_0784,Demetris Nichols,14.0,3.1,1.1,0.4,0.2,0.0,0.0,0.1,0.0,0.2,0.3
ID_JUG_0785,Willie Cauley-Stein,66.0,21.4,7.0,2.9,0.0,1.2,2.0,0.6,0.7,1.0,0.7
ID_JUG_0786,Brandon Roy,57.0,35.4,16.8,6.1,1.0,3.5,1.0,4.0,1.2,0.2,2.0
ID_JUG_0787,Adam Morrison,78.0,29.8,11.8,4.6,1.1,1.5,0.7,2.1,0.4,0.1,1.7
ID_JUG_0788,Rudy Gay,78.0,27.0,10.8,4.1,0.7,1.9,1.2,1.3,0.9,0.9,1.8
ID_JUG_0789,Rajon Rondo,78.0,23.5,6.4,2.4,0.1,1.5,0.9,3.8,1.6,0.1,1.8
ID_JUG_0790,Randy Foye,82.0,22.9,10.1,3.7,0.8,2.0,0.6,2.8,0.7,0.3,1.9
ID_JUG_0791,LaMarcus Aldridge,63.0,22.1,9.0,3.8,0.0,1.3,2.3,0.4,0.3,1.2,0.7
ID_JUG_0792,Tarence Kinsey,48.0,20.1,7.7,2.9,0.3,1.6,0.6,0.9,1.1,0.0,1.0
ID_JUG_0793,Josh Richardson,52.0,21.3,6.6,2.4,1.0,0.8,0.4,1.4,0.7,0.5,0.7
ID_JUG_0794,Craig Smith,82.0,18.7,7.4,3.0,0.0,1.4,1.8,0.6,0.6,0.2,0.9
ID_JUG_0795,Shelden Williams,81.0,18.7,5.5,2.0,0.0,1.4,1.6,0.5,0.6,0.5,1.2
ID_JUG_0796,Paul Millsap,82.0,18.0,6.8,2.5,0.0,1.7,2.2,0.8,0.8,0.9,1.1
ID_JUG_0797,Rodney Carney,67.0,17.4,6.6,2.7,0.4,0.8,0.6,0.4,0.6,0.3,0.6
ID_JUG_0798,Marcus Williams,79.0,16.6,6.8,2.6,0.6,0.9,0.4,3.3,0.4,0.0,1.8
ID_JUG_0799,Daniel Gibson,60.0,16.5,4.6,1.6,0.9,0.5,0.5,1.2,0.4,0.1,0.7
ID_JUG_0800,Renaldo Balkman,68.0,15.6,4.9,2.0,0.1,0.8,1.4,0.6,0.8,0.7,0.7
ID_JUG_0801,Rondae Hollis-Jefferson,29.0,21.2,5.8,2.2,0.1,1.3,1.3,1.5,1.3,0.6,0.9
ID_JUG_0802,Jordan Farmar,72.0,15.1,4.4,1.7,0.6,0.4,0.3,1.9,0.6,0.1,1.0
ID_JUG_0803,Allan Ray,47.0,15.1,6.2,2.1,1.0,0.9,0.4,0.9,0.4,0.1,0.9
ID_JUG_0804,Mardy Collins,52.0,14.9,4.5,1.7,0.3,0.9,0.5,1.6,0.6,0.1,1.1
ID_JUG_0805,J.J. Redick,42.0,14.8,6.0,1.9,0.9,1.3,0.2,0.9,0.3,0.0,0.5
ID_JUG_0806,Tyrus Thomas,72.0,13.4,5.2,1.9,0.0,1.5,1.2,0.6,0.6,1.1,1.3
ID_JUG_0807,Alexander Johnson,59.0,12.8,4.4,1.5,0.0,1.3,0.8,0.3,0.4,0.6,0.8
ID_JUG_0808,Cedric Simmons,43.0,12.4,2.9,1.3,0.0,0.4,1.0,0.3,0.2,0.5,0.5
ID_JUG_0809,Frank Kaminsky,81.0,21.1,7.5,2.7,0.8,1.3,0.9,1.2,0.5,0.5,0.7
ID_JUG_0810,Shawne Williams,46.0,12.1,3.9,1.6,0.4,0.2,0.7,0.5,0.1,0.2,0.5
ID_JUG_0811,Ronnie Brewer,56.0,12.1,4.6,1.8,0.0,1.0,0.7,0.4,0.7,0.1,0.4
ID_JUG_0812,David Noel,68.0,11.6,2.7,1.0,0.3,0.5,0.6,1.0,0.4,0.1,0.6
ID_JUG_0813,Solomon Jones,58.0,11.5,3.3,1.1,0.0,1.0,0.8,0.2,0.2,0.7,0.4
ID_JUG_0814,Leon Powe,63.0,11.4,4.2,1.3,0.0,1.7,1.5,0.2,0.2,0.3,0.8
ID_JUG_0815,Hilton Armstrong,56.0,11.3,3.1,1.2,0.0,0.7,1.0,0.2,0.2,0.5,0.6
ID_JUG_0816,Josh Boone,61.0,11.0,4.2,1.6,0.0,0.9,1.0,0.2,0.2,0.3,0.5
ID_JUG_0817,Lynn Greer,41.0,10.5,4.1,1.5,0.4,0.7,0.0,1.3,0.4,0.0,0.4
ID_JUG_0818,Chris Quinn,42.0,9.7,3.4,1.1,0.5,0.6,0.1,1.5,0.4,0.0,0.5
ID_JUG_0819,Anthony Brown,29.0,20.7,4.0,1.3,0.7,0.6,0.3,0.7,0.5,0.2,0.5
ID_JUG_0820,Quincy Douby,42.0,8.5,2.8,1.1,0.3,0.3,0.3,0.4,0.4,0.1,0.4
ID_JUG_0821,Hassan Adams,61.0,8.1,2.9,1.2,0.0,0.4,0.6,0.2,0.3,0.1,0.4
ID_JUG_0822,Bobby Jones,44.0,7.6,2.5,1.0,0.0,0.5,0.5,0.4,0.3,0.0,0.4
ID_JUG_0823,Andre Brown,38.0,7.1,2.4,1.1,0.0,0.2,0.7,0.1,0.2,0.1,0.8
ID_JUG_0824,Steve Novak,35.0,5.5,1.5,0.5,0.4,0.1,0.1,0.2,0.1,0.0,0.1
ID_JUG_0825,Chris Paul,78.0,36.0,16.1,5.2,0.6,5.1,0.8,7.8,2.2,0.1,2.4
ID_JUG_0826,Raymond Felton,80.0,30.1,11.9,4.3,1.2,2.0,1.0,5.6,1.3,0.1,2.3
ID_JUG_0827,Charlie Villanueva,81.0,29.1,13.0,5.4,0.9,1.4,2.2,1.1,0.7,0.8,1.2
ID_JUG_0828,Luther Head,80.0,28.9,8.8,3.2,1.4,1.1,0.4,2.7,1.1,0.1,1.5
ID_JUG_0829,Deron Williams,80.0,28.8,10.8,4.2,1.1,1.2,0.4,4.5,0.8,0.2,1.8
ID_JUG_0830,Larry Nance Jr.,63.0,20.1,5.5,2.5,0.0,0.5,1.6,0.7,0.9,0.4,0.7
ID_JUG_0831,Marvin Williams,79.0,24.7,8.5,3.0,0.2,2.4,1.5,0.8,0.6,0.3,1.1
ID_JUG_0832,Channing Frye,65.0,24.2,12.3,4.7,0.0,2.9,2.1,0.8,0.5,0.7,1.5
ID_JUG_0833,Danny Granger,78.0,22.6,7.5,2.8,0.4,1.5,1.7,1.2,0.7,0.8,1.0
ID_JUG_0834,Ryan Gomes,61.0,22.6,7.6,2.8,0.0,1.8,1.7,1.0,0.6,0.1,0.9
ID_JUG_0835,Nate Robinson,72.0,21.4,9.3,3.2,0.8,2.1,0.8,2.0,0.8,0.0,1.6
ID_JUG_0836,Salim Stoudamire,61.0,20.3,9.7,3.3,1.3,1.6,0.2,1.2,0.4,0.1,1.3
ID_JUG_0837,Jarrett Jack,79.0,20.2,6.7,2.4,0.3,1.6,0.2,2.8,0.5,0.0,1.3
ID_JUG_0838,T.J. McConnell,81.0,19.8,6.1,2.7,0.4,0.3,0.5,4.5,1.2,0.1,1.7
ID_JUG_0839,Joey Graham,80.0,19.8,6.7,2.5,0.4,1.4,0.7,0.8,0.5,0.2,1.1
ID_JUG_0840,Monta Ellis,49.0,18.1,6.8,2.7,0.6,0.9,0.4,1.6,0.7,0.2,1.2
ID_JUG_0841,Martell Webster,61.0,17.5,6.6,2.3,1.1,1.0,0.5,0.6,0.3,0.2,0.7
ID_JUG_0842,Rashad McCants,79.0,17.2,7.9,3.1,0.8,1.0,0.4,0.8,0.6,0.3,1.1
ID_JUG_0843,David Lee,67.0,16.9,5.1,2.0,0.0,1.1,1.6,0.6,0.5,0.3,0.8
ID_JUG_0844,Alan Anderson,36.0,15.7,5.8,2.1,0.7,0.9,0.6,0.9,0.3,0.1,0.9
ID_JUG_0845,Orien Greene,80.0,15.4,3.2,1.3,0.1,0.6,0.5,1.6,1.0,0.1,1.4
ID_JUG_0846,Ike Diogu,69.0,14.9,7.0,2.5,0.0,2.0,1.4,0.4,0.2,0.4,1.1
ID_JUG_0847,Daniel Ewing,66.0,14.7,3.8,1.5,0.3,0.5,0.3,1.3,0.6,0.1,0.9
ID_JUG_0848,Gerald Fitch,18.0,13.3,4.7,1.7,0.4,0.9,0.4,1.8,0.4,0.3,0.8
